step,price,fundamental,log_return,volume,strategy_entropy,n_families,wealth_gini,acf1,mean_fitness
0,100.0657961187444,100.0657961187444,0.0,0.0,6.214608098422218,500,0.0,0.0,20000.0
1,99.50772475169312,99.50772475169312,-0.005592653967512378,0.0,6.214608098422218,500,0.0,0.0,20000.0
2,98.82814969706058,98.82814969706058,-0.0068527967113317075,0.0,6.214608098422218,500,0.0,0.0,20000.0
3,98.16221683307724,98.16221683307724,-0.006761096113429784,0.0,6.214608098422218,500,5.988003592802156e-07,0.0,19999.988
4,98.09728747743378,98.09728747743378,-0.0006616684194778842,0.0,6.214608098422218,500,6.294176789374632e-06,0.0,19999.87357641277
5,96.83349222240062,96.83349222240062,-0.012966787128758137,0.0,6.214608098422218,500,8.624089319032787e-05,0.0,19998.264303795593
6,96.57603571862757,96.57603571862757,-0.0026622954782102395,0.0,6.214608098422218,500,0.00011014761180886438,0.0,19997.78227575824
7,96.67426519054771,96.67426519054771,0.001016603647372177,0.0,6.214608098422218,500,0.0001124652383656916,0.0,19997.73556031814
8,96.1117716559116,96.1117716559116,-0.005835434350114691,0.0,6.214608098422218,500,0.00015483877706117498,0.0,19996.88200668343
9,96.85436698367714,96.85436698367714,0.007696676721321133,0.0,6.214608098422218,500,0.0001435309165656142,0.0,19997.111258092675
10,96.36278921634252,96.36278921634252,-0.005088355895894253,0.0,6.214608098422218,500,0.0001658569312669856,0.0,19996.661968469638
11,95.89815662691235,95.89815662691235,-0.0048333632390179,0.0,6.214608098422218,500,0.00018063653518089642,0.0,19996.36517017331
12,95.86524171917667,95.86524171917667,-0.0003432866578587292,0.0,6.214608098422218,500,0.0001896251212604453,0.0,19996.18325760123
13,96.26493332883422,96.26493332883422,0.004160639380496039,0.0,6.214608098422218,500,0.00019124459079131344,0.0,19996.715295137987
14,96.36506362263253,96.36506362263253,0.001039612774763225,0.0,6.214608098422218,500,0.00019700094849192597,0.0,19996.76667453727
15,96.72972322262602,96.72972322262602,0.0037770054744991357,0.0,6.214608098422218,500,0.00020601609466360028,0.0,19997.19351381476
16,97.14220670544518,97.14220670544518,0.004255222562362904,0.0,6.214608098422218,500,0.00021130085432784188,0.0,19997.988184144106
17,97.42831253284399,97.42831253284399,0.0029408980839110946,0.0,6.214608098422218,500,0.0002111340622571876,0.0,19998.445260092554
18,96.43644974207386,96.43644974207386,-0.010232611988309775,0.0,6.214608098422218,500,0.00022355527963556265,0.0,19996.34706393622
19,96.53924809337482,96.53924809337482,0.001065402143147821,0.0,6.214608098422218,500,0.0002303634564938209,0.0,19996.381523011358
20,96.64141013632273,96.64141013632273,0.0010576840705290554,0.0,6.214608098422218,500,0.0002970105064735211,0.0,19994.298041661463
